rxn_id	kegg_reaction_id	ec_code	substrates	products
MAR06549	R07299	3.1.3.66	C11554;C00001	C04549;C00009
MAR06550	R06875	3.1.3.67	C11554;C00001	C01277;C00009
MAR06551	R03469	2.7.1.68	C01277;C00002	C00008;C00080;C04637
MAR06552	R04404	3.1.3.36	C00001;C04637	C01277;C00009
MAR06553	R08981	3.1.3.78	C00001;C04637	C11557;C00009
MAR06554	R05803	2.7.1.149	C11557;C00002	C00008;C00080;C04637
MAR06555	R04545	2.7.1.153	C00002;C04637	C00008;C00080;C05981
MAR06556	R04513	3.1.3.67	C00001;C05981	C04637;C00009
MAR06557	R09827	3.1.3.-	C00001;C05981	C11554;C00009
MAR06559	R03435	3.1.4.11	C00001;C04637	C00641;C01245;C00080
MAR06560	R03394	3.1.3.56	C01245;C00001	C01220;C00009
MAR06561	R03393	3.1.3.57	C01220;C00001	C03546;C00009
MAR06562	R01186	3.1.3.25	C03546;C00001	C00137;C00009
MAR06563	R03433	2.7.1.127	C00002;C01245	C01272;C00008;C00080
MAR06564	R03434	3.1.3.62	C01272;C00001	C01245;C00009
MAR06565	R03430	3.1.3.56	C01272;C00001	C01243;C00009
MAR06566	R03428	2.7.1.159	C01243;C00002	C01272;C00008;C00080
MAR06567	R03429	2.7.1.159	C01243;C00002	C04477;C00008;C00080
MAR06568	R03478	2.7.1.140	C04477;C00002	C01284;C00008;C00080
MAR06569	R03427	3.1.3.57	C01243;C00001	C04063;C00009
MAR06570	R04372	3.1.3.66	C04063;C00001	C04006;C00009
MAR06571	R01187	3.1.3.25	C04006;C00001	C00137;C00009
MAR06572	R07324	5.5.1.4	C00092	C04006
MAR06573	R05800	2.7.1.151	C00002;C01245	C11555;C00008;C00080
MAR06574	R05801	2.7.1.151	C11555;C00002	C01284;C00008;C00080
MAR06575	R03479	2.7.1.134	C01284;C00008;C00080	C04520;C00002
MAR06576	R05202	2.7.1.158	C01284;C00002	C00008;C00080;C01204
MAR07652	R09087	2.7.4.21	C00002;C01204	C11526;C00008
MAR07654	R05779	2.7.4.21	C11526;C00001	C00080;C01204;C00009
MAR07655	R05779	3.6.1.52	C11526;C00001	C00080;C01204;C00009
MAR07656	R08964	2.7.4.24	C11526;C00002	C18058;C00008
MAR08800	R03478	2.7.1.151	C04477;C00002	C01284;C00008;C00080
MAR08803	R05801	2.7.1.151	C11555;C00002	C01284;C00008;C00080
MAR08804	R05800	2.7.1.151	C00002;C01245	C11555;C00008;C00080
MAR08805	R03433	2.7.1.151	C00002;C01245	C01272;C00008;C00080
MAR08807	R04513	3.1.3.67	C00001;C05981	C04637;C00009
MAR08818	R03435	3.1.4.11	C00001;C04637	C01245;C00080;C00641
MAR08827	R03362	2.7.1.154	C00002;C01194	C04549;C00008;C00080
MAR03925	R01793	1.5.1.34	C00268;C00080;C00004	C00003;C00272
MAR03929	R02302	4.3.1.4	C00445;C00014	C00664;C00080
MAR04332	R00936	1.5.1.3	C00415;C00080;C00004	C00003;C00101
MAR04333	R00939	1.5.1.3	C00415;C00080;C00005	C00006;C00101
MAR04335	R00939	1.5.1.3	C00415;C00080;C00005	C00006;C00101
MAR04336	R00941	1.5.1.6	C00234;C00001;C00006	C00011;C00080;C00005;C00101
MAR04338	R00943	3.5.4.9	C00002;C00058;C00101	C00234;C00008;C00009
MAR04340	R00943	3.5.4.9	C00002;C00058;C00101	C00234;C00008;C00009
MAR04440	R01218	1.5.1.15	C00445;C00004	C00143;C00003
MAR04442	R01220	1.5.1.5	C00445;C00005	C00143;C00006
MAR04444	R01220	1.5.1.5	C00445;C00005	C00143;C00006
MAR04446	R01224	1.5.1.20	C00143;C00080;C00005	C00440;C00006
MAR04448	R07168	1.5.1.20	C00143;C00080;C00004	C00440;C00003
MAR04503	R01655	3.5.4.9	C00234;C00080	C00445;C00001
MAR04505	R01655	3.5.4.9	C00234;C00080	C00445;C00001
MAR04654	R02235	1.5.1.3	C00504;C00004	C00415;C00003
MAR04655	R02236	1.5.1.3	C00504;C00005	C00415;C00006
MAR04656	R02236	1.5.1.3	C00504;C00005	C00415;C00006
MAR04665	R02300	2.1.2.10	C00445;C00001	C03479;C00080
MAR09726	R03189	2.1.2.5	C03479;C00025	C00080;C00101;C01045
MAR04666	R02301	6.3.3.2	C03479;C00002	C00445;C00008;C00009
MAR07145	R09394	4.1.99.18	C00044;C00001	C18239;C00013
MAR07147	R09726	2.7.7.75	C00002;C00080;C05924	C19848;C00013
MAR07908	R01654	6.3.2.17	C00234;C00002;C00025	MAM00267c;C00008;C00080;C00009
MAR07909	R01654	6.3.2.17	C00234;C00002;C00025	MAM00267m;C00008;C00080;C00009
MAR08132	R04242	3.4.19.9	C00001;MAM02692e	C00025;C00101
MAR08133	R04242	3.4.19.9	C00001;MAM02692l	C00025;C00101
MAR08143	R02301	6.3.3.2	C03479;C00002	C00445;C00008;C00009
MAR08144	R01218	1.5.1.5	C00445;C00004	C00143;C00003
MAR08758	R00519	1.5.1.6	C00058;C00003	C00011;C00004
MAR07661	R01077	3.5.1.12	C05552;C00001	C00120;C00047
MAR07662	R01077	3.5.1.12	C05552;C00001	C00120;C00047
MAR07663	R01077	3.5.1.12	C05552;C00001	C00120;C00047
MAR07668	R01074	6.3.4.9	C00002;C00120;C00080	C05921;C00013
MAR07670	R05145	6.3.4.9	MAM01356c;C05921	C00020;C06250;C00080
MAR07671	R04869	3.4.-.-	C06250;C00001	MAM00185c;C05552
MAR07672	R04385	6.3.4.14	C06250;C00002;C00288	C00008;C04419;C00080;C00009
MAR07673	R04386	6.4.1.2	C00024;C04419	C06250;C00083
MAR04160	R00424	3.5.4.16	C00044;C00001	C04895;C00058;C00080
MAR04162	R00424	3.5.4.16	C00044;C00001	C04895;C00058;C00080
MAR04163	R04286	4.2.3.12	C04895	C03684;C00536
MAR04165	R08208	1.1.1.153	C03684;C00080;C00005	C00006;C00272
MAR04166	R04285	1.1.1.153	C03684;C00080;C00005	C04244;C00006
MAR04167	R01813	1.1.1.153	C04244;C00080;C00005	C00006;C00272
MAR04169	R00428	3.5.4.16	C00044;C00001	C05922
MAR04170	R00428	3.5.4.16	C00044;C00001	C05922
MAR04523	R01794	1.5.1.34	C00268;C00080;C00005	C00006;C00272
MAR04543	R04734	4.2.1.96	C15522	C00001;C02953
MAR04544	R04734	4.2.1.96	C15522	C00001;C02953
MAR04816	R04620	3.1.3.1	C04895;C00001	C04874;C00080;C00009
MAR04817	R04639	3.5.4.16	C06148	C04895;C00001
MAR04818	R04639	3.5.4.16	C06148	C04895;C00001
MAR04833	R05046	3.5.4.16	C05923;C00058;C00080	C05922;C00001
MAR04834	R05046	3.5.4.16	C05923;C00058;C00080	C05922;C00001
MAR04835	R05048	3.5.4.16	C06148	C05923
MAR04836	R05048	3.5.4.16	C06148	C05923
MAR08538	R04734	4.2.1.96	C15522	C00268;C00001
MAR08738	R04286	4.2.3.12	C04895	C03684;C00536
MAR08739	R08208	1.1.1.153	C03684;C00080;C00005	C00006;C00272
MAR08349	R02957	1.2.1.3	C02670;C00001;C00003	C00818;C00080;C00004
MAR03991	R00078	1.16.3.1	C14818;C00080;C00007	C14819;C00001
MAR04657	R02270	2.3.1.37	C05520;C00080	C00430;C00011
MAR04744	R00036	4.2.1.24	C00430	C00080;C00001;C00931
MAR04746	R00084	2.5.1.61	C00001;C00931	C00080;C01024;C00014
MAR04748	R03165	4.2.1.75	C01024	C00001;C01051
MAR04750	R03197	4.1.1.37	C00080;C01051	C00011;C03263
MAR04752	R03220	1.3.3.3	C03263;C00080;C00007	C00011;C00001;C01079
MAR04755	R03222	1.3.3.4	C00007;C01079	C00027;C02191
MAR04757	R03222	1.3.3.4	C00007;C01079	C00027;C02191
MAR04762	R02480	4.4.1.17	C02248;C00032	C00524
MAR04763	R03683	1.14.99.3	C01352;C00080;C01708;C00007	C00500;C00237;C00016;C14819;C06258;C00001
MAR04764	R02391	1.3.1.24	C00500;C00080;C00004	C00486;C00003
MAR04772	R04972	4.1.1.37	C00080;C05766	C00011;C05768
MAR08634	R02393	1.5.1.30	C00500;C00080;C00005	C00486;C00006
MAR06630	R08379	1.1.1.300	C00006;C00473	C00080;C00005;C00376
MAR06631	R02124	1.1.1.1	C00003;C00473	C00080;C00004;C00376
MAR06632	R08379	1.1.1.300	C00006;C00473	C00080;C00005;C00376
MAR06633	R02124	1.1.1.1	C00003;C00473	C00080;C00004;C00376
MAR06635	R08387	2.3.1.135	C00157;C00473	C04233;C02075
MAR06637	R08388	3.1.1.64	C00001;C02075	C00899;C00080;C00162
MAR06638	R03048	1.1.1.105	C02110;C00080;C00004	C00899;C00003
MAR06639	R08389	2.3.1.135	C00899;C00157	C04233;C02075
MAR06644	R08382	1.1.1.105	MAM01230c;C00080;C00004	MAM01232c;C00003
MAR06646	R02123	1.2.1.36	C00001;C00003;C00376	C00080;C00004;C00777
MAR06647	R02123	1.2.1.36	C00001;C00003;C00376	C00080;C00004;C00777
MAR06657	R08390	1.14.14.1	C00080;C00005;C00007;C00777	C16679;C00001;C00006
MAR06658	R08390	1.14.14.1	C00080;C00005;C00007;C00777	C16679;C00001;C00006
MAR06671	R08381	2.3.1.75	C00899;C00154	C03455;C00010
MAR06700	R08392	1.14.-.-	C00080;C00005;C00007;C00777	C16677;C00001;C00006
MAR06701	R08392	1.14.-.-	C00080;C00005;C00007;C00777	C16677;C00001;C00006
MAR08697	R00032	3.1.6.14	MAM01385c;C00007	C00376
MAR08709	R08380	1.1.1.105	C02110;C00080;C00005	C00899;C00006
MAR08713	R02902	2.4.1.17	C00777;C00167	C11061;C00015
MAR06506	R00549	2.7.1.26	C00002;C00255	C00008;C00061;C00080
MAR06507	R00548	3.1.3.2	C00061;C00001	C00009;C00255
MAR06508	R00161	2.7.7.2	C00002;C00061;C00080	C00016;C00013
MAR06509	R00160	3.6.1.9	C00016;C00001	C00020;C00061;C00080
MAR06510	R09748	1.5.1.38	C00016;C00080;C00004	C01352;C00003
MAR06511	R09520	1.5.1.30	C00016;C00080;C00005	C01352;C00006
MAR04537	R07213	1.14.16.4	C00007;C00272;C00078	C15522;C01017
MAR04545	R02701	4.1.1.28	C01017;C00080	C00011;C00780
MAR04546	R02911	2.3.1.87	C00024;C00780	C00010;C00080;C00978
MAR04547	R03130	2.1.1.4	C00978;C00019	C00080;C01598;C00021
MAR04548	R03629	1.14.14.1	C05643;C00080	C01328;C01598
MAR04550	R03628	1.13.11.52	C01598;C00007	C05642
MAR04555	R02910	2.1.1.49	C00019;C00780	C00080;C06212;C00021
MAR04556	R08537	2.1.1.49	C06212;C00019	C08299;C00080;C00021
MAR04557	R02909	1.13.11.52	C00007;C00780	C05647
MAR04558	R02908	1.4.3.4	C00001;C00007;C00780	C05634;C00080;C00027;C00014
MAR04559	R04903	1.2.1.3	C05634;C00001;C00003	C05635;C00080;C00004
MAR04560	R04904	1.2.3.1	C05634;C00001;C00007	C05635;C00080;C00027
MAR04564	R04905	2.1.1.4	C05635;C00019	C05660;C00080;C00021
MAR04204	R00619	2.7.6.2	C00002;C00378	C00020;C00080;C00068
MAR04206	R00616	2.7.6.2	C00002;C00068	C00008;C03028
MAR04207	R00618	3.6.1.28	C00001;C03028	C00080;C00009;C00068
MAR04208	R00615	3.6.1.15	C00001;C00068	C00080;C00009;C01081
MAR08746	R00014	1.2.4.1	C00080;C00022;C00068	C05125;C00011
MAR08615	R01492	2.5.1.17	C00541;C00004	C00853;C00080;C00003
MAR08616	R01492	2.5.1.17	C00002;C00853;C00080	C00194;C00536
MAR04064	R00173	3.1.3.74	C00001;C00018	C00009;C00250
MAR04065	R00174	2.7.1.35	C00002;C00250	C00008;C00080;C00018
MAR04066	R01909	2.7.1.35	C00002;C00314	C00008;C00080;C00627
MAR04067	R00278	1.4.3.5	C00007;C00627	C00027;C00018
MAR04068	R02493	2.7.1.35	C00002;C00534	C00008;C00080;C00647
MAR04069	R00277	1.4.3.5	C00001;C00007;C00647	C00080;C00027;C00014;C00018
MAR04070	R01710	1.4.3.5	C00001;C00007;C00534	C00080;C00027;C00014;C00250
MAR04071	R01711	1.1.3.12	C00027;C00250	C00007;C00314
MAR08102	R01709	1.2.3.1	C00001;C00007;C00250	C00847;C00027
MAR08724	R02494	3.1.3.74	C00001;C00647	C00009;C00534
MAR08725	R01911	3.1.3.74	C00001;C00627	C00009;C00314
MAR02115	R03611	1.14.13.159	C00080;C00005;C00007;C05443	C01561;C00001;C00006
MAR02117	R03611	1.14.13.-	C00080;C00005;C00007;C05443	C01561;C00001;C00006
MAR02118	R03610	1.14.13.13	C01561;C00080;C00005;C00007	C01673;C00001;C00006
MAR06992	R07079	1.14.14.1	C07535;C00080;C00005;C00007	C14849;C00001;C00006
MAR06993	R07080	1.14.14.1	C07535;C00080;C00005;C00007	C14850;C00001;C00006
MAR06994	R07081	1.14.14.1	C07535;C00080;C00005;C00007	C14851;C00001;C00006
MAR06995	R07083	2.5.1.18	C14855	C14851;C00051;C00080
MAR06996	R07082	3.3.2.9	C14850;C00001	C14852
MAR06998	R07084	2.5.1.18	C14852;C00051;C00080	C14856;C00001
MAR06999	R07085	1.14.14.1	C14852;C00080;C00005;C00007	C14853;C00001;C00006
MAR07000	R07087	1.14.14.1	C14556;C00080;C00005;C00007	C14854;C00001;C00006
MAR07001	R07000	1.14.14.1	C00080;C00005;C00829;C00007	C14786;C00001;C00006
MAR07002	R07001	1.14.14.1	C00080;C00005;C00829;C00007	C14787;C00001;C00006
MAR07003	R07002	2.5.1.18	C14786;C00051	C14791;C00080
MAR07004	R07013	3.3.2.9	C14786;C00001	C06205
MAR07005	R07015	1.3.1.20	C06205;C00006	C00080;C00005;C03012
MAR07013	R07004	2.5.1.18	C14787;C00051	C14792;C00080
MAR07014	R07014	3.3.2.9	C14787;C00001	C06205
MAR07017	R09404	1.14.14.1	C06800;C00080;C00005;C00007	C19585;C00001;C00006
MAR07018	R09405	1.14.14.1	C06800;C00080;C00005;C00007	C16756;C00001;C00006
MAR07019	R09406	1.14.14.1	C16756;C00080;C00005;C00007	C19594;C00001;C00006
MAR07020	R09407	1.14.14.1	C06800;C00080;C00005;C00007	C19595;C00001;C00006
MAR07021	R09408	1.14.14.1	C06800;C00080;C00005;C00007	C19586;C00001;C00006
MAR07022	R09409	2.5.1.18	C19586;C00051;C00080	C11278
MAR07023	R09410	3.3.2.9	C19586;C00001	C19588
MAR07025	R09412	1.1.1.11	C19589;C00080	C19591
MAR07026	R09414	1.1.1.11	C19591;C00080	C19590
MAR07027	R09413	1.1.1.11	C19589;C00080	C19592
MAR07028	R09415	1.1.1.11	C19592;C00080	C19590
MAR07029	R07100	2.5.1.18	C00051;C06790	C01327;C14868
MAR07030	R07098	1.14.14.1	C00080;C00005;C00007;C06790	C00001;C00006;C11148
MAR07033	R07099	1.14.14.1	C00080;C00005;C00007;C06790	C14866;C00001;C00006
MAR07035	R07104	1.2.1.5	C06899;C00003	C00080;C00004;C11150
MAR07036	R07107	1.14.14.1	C00080;C00005;C00007;C07490	C00001;C00006;C11150
MAR07038	R07105	1.1.1.1	C06899;C00080;C00004	C00001;C00003;C07490
MAR07039	R07106	2.4.1.17	C07490;C00167	C00080;C14869;C00015
MAR07040	R07066	1.14.14.1	C11036;C00080;C00005;C00007	C14839;C00001;C00006
MAR07041	R07069	2.5.1.18	C14839;C00051;C00080	C14847
MAR07042	R07071	3.3.2.9	C14839;C00001	C14844
MAR07044	R07075	1.14.14.1	C14453;C00080;C00005;C00007	C14845;C00001;C00006
MAR07048	R07068	1.14.14.1	C11036;C00080;C00005;C00007	C14840;C00001;C00006
MAR07050	R07070	2.5.1.18	C14840;C00051;C00080	C14848
MAR07051	R07072	3.3.2.9	C14840;C00001	C14842
MAR07052	R09416	1.14.14.1	C19488;C00080;C00005;C00007	C19489;C00001;C00006
MAR07053	R09441	1.14.14.1	C19488;C00080;C00005;C00007	C19561;C00001;C00006
MAR07054	R09442	1.14.14.1	C19488;C00080;C00005;C00007	C19604;C00001;C00006
MAR07055	R09417	3.3.2.9	C19489;C00001	C19490
MAR07056	R09418	1.14.14.1	C00080;C00005;C00007;C19490	C19559;C00001;C00006
MAR07057	R09444	2.8.2.14	C19561;C00053	C19562;C00054
MAR07058	R09443	3.3.2.9	C19604;C00001	C19607
MAR07059	R09420	1.1.1.146	C16453;C00080;C00005	C19574;C00006
MAR07060	R09421	1.14.14.1	C16453;C00080;C00005;C00007	C19563;C00001;C00006
MAR07061	R09423	1.14.14.1	C16453;C00080;C00005;C00007	C19566;C00001;C00006
MAR07065	R09426	2.4.1.17	C19574;C00167	C19605;C00015
MAR07066	R09427	2.4.1.17	C19574;C00167	C19606;C00015
MAR07078	R07022	1.14.14.1	C14040;C00080;C00005;C00007	C14800;C00001;C00006
MAR07079	R07025	2.5.1.18	C14800;C00051;C00080	C14805
MAR07080	R07026	2.5.1.18	C14800;C00051;C00080	C14806
MAR07081	R07027	3.3.2.9	C14800;C00001	C14801
MAR07082	R07021	1.14.14.1	C14040;C00080;C00005;C00007	C14802;C00001;C00006
MAR07083	R07023	2.5.1.18	C14802;C00051;C00080	C14803
MAR07084	R07024	2.5.1.18	C14802;C00051;C00080	C14804
MAR07088	R07088	1.14.14.1	C14039;C00080;C00005;C00007	C14858;C00001;C00006
MAR07089	R07091	2.5.1.18	C14858;C00051;C00080	C14861
MAR07091	R07089	1.14.14.1	C14039;C00080;C00005;C00007	C14857;C00001;C00006
MAR07092	R07092	2.5.1.18	C14857;C00051	C14865;C01327
MAR07093	R07094	2.5.1.18	C14865;C00051	C14863;C01327
MAR07096	R07090	1.14.14.1	C14039;C00080;C00005;C00007	C14859;C00001;C00006
MAR07097	R07093	2.5.1.18	C14859;C00051	C01327;C14864
MAR07099	R07112	1.14.14.1	C11088;C00005;C00007	C14870;C00001;C13645;C00006
MAR07100	R07116	2.5.1.18	C14870;C00051	C00080;C13645;C14871
MAR08038	R09451	1.14.15.3	C00080;C00005;C00007;C00249	MAM00403c;C00001;C00006
MAR06535	R09564	1.11.1.7	C00001;MAM02156c	C00698;C00080;C00027
MAR09569	R03024	3.1.3.1	C03360;C00001	C00009;C00870
MAR03955	R10092	4.2.1.1	C00011;C00001	C00080;C00288
MAR03984	R00009	1.11.1.6	C00027	C00001;C00007
MAR04201	R00602	1.11.1.6	C00027;C00132	C00067;C00001
MAR04202	R00605	1.1.1.244	C00132;C00003	C00067;C00080;C00004
MAR05363	R00138	3.6.1.25	C00001;C00536	C00080;C00009;C00013
MAR07741	R01195	1.18.1.2	C00080;C00006;C00138	C00005;C00139
MAR09464	R01791	3.2.1.3	C00721;C00001	C00721;C00031
MAR09465	R01718	3.2.1.10	C00001;C00252	C00031
MAR09470	R07145	1.1.1.14	C00080;C08356;C00004	C01507;C00003
MAR09471	R03538	3.1.4.37	C02355;C00001	C01368;C00080
MAR09484	R01232	3.6.1.17	C00001;C01261	C00144;C00044;C00080
MAR09485	R01206	3.2.1.14	C00461;C00001	C00461;C00140
MAR09487	R04176	2.4.2.30	C03245;C00003	C03245;C00080;C00153
MAR09488	R00076	2.7.11.19	C02308;C00002	C02307;C00008
MAR09489	R00077	3.1.3.17	C02307;C00001	C02308;C00080;C00009
MAR09490	R02418	3.1.2.15	C00001;C04090	C00080;C00145;C00496
MAR09491	R03876	6.3.2.19	C02188;C00002;C00496	C03635;C00020;C00013
MAR09492	R04273	5.2.1.8	C03633	C03798
MAR09493	R03150	2.7.11.18	C01003;C00002	C03875;C00008
MAR09494	R03151	3.1.3.53	C03875;C00001	C01003;C00080;C00009
MAR09495	R03552	2.3.1.48	C00010;C00080;C01997	C00024;C02415
MAR09496	R03983	2.3.2.13	C02583;C01664	C03636;C01342
MAR09497	R00187	3.6.1.29	C06197;C00001	C00008;C00020;C00080
MAR09498	R04314	2.1.1.63	C02743;C04250	C03800;C11475
MAR09499	R08602	3.1.2.22	C00001;C17202	C02743;C00080;C00249
MAR09500	R04190	2.1.1.77	C04311;C00080;C00021	C03306;C00019
MAR09501	R00106	1.6.2.4	C00126;C00080;C00006	C00125;C00005
MAR09503	R02903	2.7.11.14	C00002;C00778	C00008;C02456
MAR09504	R03701	2.1.1.67	C16614;C00080;C00021	C00019;C01756
MAR09505	R04730	6.3.2.25	C00008;C01392;C00080;C00009	C00002;C05234;C00082
MAR09506	R02248	3.1.3.32	C03463;C00001	C00009;C00419
MAR09507	R02249	3.1.3.33	C03475;C00001	C00009;C00419
MAR09508	R03828	2.7.7.50	C02100;C00044	C02031;C00013
MAR09509	R03805	2.1.1.56	C02031;C00019	C02339;C00021
MAR09510	R03922	2.1.1.57	C00080;C04802;C00021	C02339;C00019
MAR09511	R03788	2.1.1.62	C00080;C04833;C00021	C01972;C00019
MAR09512	R03992	2.3.1.97	C00010;C03881	C02038;C02593
MAR09513	R02513	3.5.3.18	C00001;C03626	C00327;C00543
MAR09514	R05623	1.14.13.8	C00005;C00007;C00565	C00001;C00006;C01104
MAR09515	R01810	3.1.1.53	C00001;C03708	C00033;C19910
MAR09516	R03450	3.1.3.43	C01293;C00001	C01256;C00009
MAR09517	R03449	2.7.11.2	C01256;C00002	C01293;C00008;C00080
MAR09518	R03789	2.4.2.29	C00242;C01978	C01449;C01977
MAR09519	R00598	2.1.1.214	C00080;C00021;C04158	C00019;C01977
MAR09520	R00600	2.1.1.33	C00021;C04160	C00019;C01977
MAR09521	R00601	2.8.1.-	C00080;C00021;C04728	C00019;C11478
MAR09522	R04238	3.1.1.29	C00001;C03880	C03523;C00066
MAR09523	R01122	2.5.1.75	C00235;C00066	C00013;C04432
MAR09524	R03020	5.4.99.12	C02764	C00868
MAR09525	R05755	2.1.1.137	C06697;C00019	C00080;C07294;C00021
MAR09527	R02387	2.3.1.5	C07565;C00010	C00024;C00292
MAR09528	R03274	2.7.11.15	C01141;C00002;C00080	C00008;C04141
MAR09529	R04112	3.5.1.28	C00001;C02999	C00041;C02713
MAR09530	R03421	3.5.1.26	C00001;C04540	C00049;C00080;C01239
MAR09531	R08707	3.5.1.52	C04375;C00001	C01239;C02871
MAR09532	R04073	1.14.11.16	C00026;C00007;C02871	C00011;C03957;C00042
MAR09534	R03096	3.5.1.4	C02693;C00001	C00080;C00954;C00014
MAR09535	R03516	2.7.11.4	C01308;C00008	C04726;C00002;C00080
MAR09536	R03331	3.1.4.43	C00001;C01225	C00116;C00080;C01177
MAR09537	R01193	3.1.4.44	C00001;C01225	C00080;C00137;C00093
MAR09538	R03643	1.6.5.2	C00080;C00004;C01628	C00003;C05850
MAR09539	R03645	1.1.4.1	C00001;C01119;C01628	C00265;C16711
MAR09541	R03862	2.3.2.8	C00080;C16739;C01636	C00017;C02163
MAR09542	R03912	1.14.17.3	C00425;C00001;C03303	C00072;C00007;C02303
MAR09543	R04058	2.3.2.5	C02986	C02805;C00014
MAR09544	R04120	1.8.4.11	C00001;C00343;C03023	C03895;C00342
MAR09545	R04239	1.4.3.13	C00001;C00007;C03530	C00027;C01342;C03531
MAR09546	R04274	6.5.1.4	C00002;C03638	C00020;C00013;C04312
MAR09547	R04291	2.7.8.17	C03706;C00043	C04789;C00105
MAR09548	R04373	3.1.4.45	C04755;C00001	C04010;C00140
MAR09549	R04481	2.1.1.98	C00080;C04692;C00021	C04441;C00019
MAR09550	R05182	1.16.1.8	C06409;C00005;C00019	C06410;C00080;C00006;C00021
MAR09551	R05635	3.5.1.88	C11439;C00001	C00058;C00080;C11440
MAR09552	R05777	3.6.1.52	C11524;C00001	C00080;C11525;C00009
MAR09801	R03378	2.7.1.81	C00044;C16741	C00035;C03366
MAR09807	R10270	4.2.3.134	C00001;C03366	C01475;C00080;C00014;C00009
MAR09554	R05792	3.1.1.77	C11547;C00001	C11548;C00080;C00162
MAR09555	R04998	3.2.1.21	C05839;C00001	C05838;C00031;C00080
MAR09556	R01679	3.2.1.23	C00001;C05396	C00243;C00009
MAR09557	R03443	1.2.1.41	C00080;C04133;C00005	C01250;C00006;C00009
MAR09558	R01334	3.1.3.18	C00988;C00001	C00160;C00009
MAR09559	R02590	2.7.7.15	C00063;C00080;C06459	C05674;C00013
MAR09560	R04247	2.7.7.14	C03557;C00063;C00080	C05673;C00013
MAR09562	R04027	1.4.3.6	C02723;C00007	C06178;C00080;C00027;C00014
MAR09563	R06366	1.2.1.3	C00001;C00003;C02576	C00080;C00004;C11924
MAR09564	R06366	1.2.1.4	C00001;C00003;C02576	C00080;C00004;C11924
MAR09565	R06412	4.2.1.18	C00001;C11945	C11947
MAR09566	R06412	5.3.3.-	C00001;C11945	C11947
MAR09567	R06411	4.2.1.18	C11946;C00001	C11947
MAR09570	R00184	3.6.1.17	C00001;C01260	C00020;C00002;C00080
MAR09571	R03970	2.3.2.2	C05711;C00001	C00025;C00080;C02512
MAR09572	R03971	2.3.2.2	C00025;C00080;C02512	C00011;C06114;C00001
MAR09575	R09365	2.1.1.13	C04489;C05698	C05335;C04144
MAR09798	R01150	6.3.2.4	C00002;C00133	C00008;C00080;C00009;C00993
MAR09806	R02824	5.3.4.1	C00051;C00723	C00127;C02288
MAR00010	R01351	3.1.1.23	C01885;C00001	C00116;C00162
MAR00007	R02250	3.1.1.34	C00001;C00422	C00641;C00162
MAR00008	R02687	3.1.1.34	C00641;C00001	C01885;C00162
MAR01919	R08977	2.8.2.2	C00187;C00053	C18043;C00080;C00054
MAR02141	R09515	1.14.13.126	C01673;C00080;C00005;C00007	C18231;C00001;C00006
MAR04184	R00528	1.8.2.1	C00125;C00001;C00094	C00126;C00080;C00059
MAR00121	R01799	2.7.7.41	C00063;C00080;C00416	C00269;C00013
MAR01044	R00310	4.99.1.1	C14818;C02191	C00080;C00032
MAR01169	R00849	1.1.5.3	C00016;C00093	C00111;C01352
MAR08971	R00835	1.1.1.49	C00092;C00006	C01236;C00080;C00005
MAR12024	R04884	1.14.18.1	C05578;C00007	C00001;C05579
MAR10116	R06604	4.1.1.97	C00080;MAM10018c	C01551;C00011
MAR13087	R02243	4.1.1.6	C00417;C00080	C00011;C00490
MAR20001	R02124	1.1.1.105	C00003;MAM20001n	C00080;MAM20002n;MAM02553n
MAR20003	R08382	1.1.1.315	C00003;MAM01232n	C00080;MAM02553n;MAM01230n
MAR20011	R02123	1.2.1.36	C00001;C00003;MAM20002n	C00080;C00777;MAM02553n
MAR20013	R03225	1.1.99.24	C00026;MAM20011m	C00164;MAM20012m
MAR20016	R01704	1.2.1.48	C00080;C00004;C00249	C00001;C00517;C00003
MAR20018	R04557	1.3.1.48	MAM20015g;MAM02554g	C00080;MAM20014g;MAM02555g
MAR20019	R04557	1.3.1.48	C00006;MAM20017n	C00080;C00005;MAM20016n
MAR20033	R10619	5.1.3.3	C00984	MAM20032n
MAR20034	R10619	5.1.3.3	C00984	MAM20033c
MAR20035	R01602	5.1.3.3	MAM20034n	MAM01388n
MAR20036	R01602	5.1.3.3	MAM20035c	C00221
MAR20038	R01420	1.2.1.7	C00001;C00006;MAM20036c	C00180;C00080;C00005
MAR20039	R01419	1.2.1.28	C00001;C00003;MAM20036c	C00180;C00080;C00004
MAR20044	R07140	1.1.1.284	C14180;C00006	C01031;C00080;C00005
MAR20048	R01704	1.2.1.48	C00080;C00004;C00249	C00001;C00517;C00003
MAR20064	R08146	1.2.1.94	C00001;C00003;C03461	C00080;C00004;MAM20056r
MAR20065	R08146	1.2.1.94	C03461;C00001;C00003	C00080;C00004;MAM20057c
MAR20071	R00490	4.3.2.8	C21730	C01879;C00047
MAR20072	R00490	4.3.2.8	C21730	C00047;C01879
MAR20090	R07411	2.5.1.-	C00001;C00032;MAM01806m	C00013;MAM20064m
MAR20091	R07411	2.5.1.-	C00448;C00001;C00032	C00013;MAM20064c
MAR20092	R07411	2.5.1.-	C00001;MAM01806n;MAM02049n	C00013;MAM20064n
